make,Year,mpg,Displacement,price
Volkswagen,2013,29.0,2.0,11100
Volkswagen,2013,29.0,2.0,11100
Volkswagen,2013,23.0,2.0,11100
Volkswagen,2013,24.0,2.0,11100
Volkswagen,2013,24.0,2.5,11100
Volkswagen,2013,23.0,2.5,11100
Toyota,2016,25.0,2.5,14680
Toyota,2016,21.0,3.5,14680
Dodge,2017,17.0,3.6,16100
Dodge,2017,17.0,3.6,16100
Nissan,2015,27.0,1.8,15800
Nissan,2015,29.0,1.8,15800
Toyota,2014,23.0,2.5,16900
Volkswagen,2013,24.0,2.0,11800
Volkswagen,2013,22.0,2.0,11800
Volkswagen,2013,29.0,2.0,11800
Volkswagen,2013,29.0,2.0,11800
Volkswagen,2013,23.0,2.0,11800
Volkswagen,2013,24.0,2.0,11800
Volkswagen,2013,24.0,2.5,11800
Volkswagen,2013,23.0,2.5,11800
Volkswagen,2012,24.0,2.0,11300
Volkswagen,2012,22.0,2.0,11300
Volkswagen,2012,24.0,2.5,11300
Volkswagen,2012,23.0,2.5,11300
Volkswagen,2012,29.0,2.0,11300
Volkswagen,2012,29.0,2.0,11300
Volkswagen,2012,23.0,2.0,11300
Volkswagen,2012,24.0,2.0,11300
Nissan,2016,22.0,3.5,21505
Toyota,2018,28.0,1.8,15800
Toyota,2018,28.0,1.8,15800
Toyota,2018,27.0,1.8,15800
Nissan,2017,27.0,2.5,15000
Nissan,2017,22.0,3.5,15000
Toyota,2015,53.0,1.5,15600
Chrysler,2017,19.0,3.6,24300
Chrysler,2017,16.0,5.7,24300
Chrysler,2017,19.0,3.6,24300
Hyundai,2017,26.0,1.6,12900
Hyundai,2017,25.0,1.6,12900
Hyundai,2017,28.0,1.6,12900
Hyundai,2017,27.0,1.6,12900
Lexus,2016,20.0,3.5,35300
Nissan,2017,27.0,2.5,13499
Nissan,2017,22.0,3.5,13499
Kia,2017,25.0,2.0,12900
Kia,2017,29.0,2.0,12900
Kia,2017,25.0,2.0,12900
Kia,2017,28.0,1.6,15999
Kia,2017,22.0,2.0,15999
Kia,2017,24.0,2.4,15999
Hyundai,2015,24.0,2.4,14600
Hyundai,2015,22.0,2.0,14600
Hyundai,2015,28.0,1.6,14600
Volkswagen,2014,28.0,2.0,13400
Volkswagen,2014,27.0,2.0,13400
Volkswagen,2014,24.0,2.0,13400
Volkswagen,2014,22.0,2.5,13400
Volkswagen,2014,22.0,2.5,13400
Volkswagen,2014,23.0,2.0,13400
Volkswagen,2014,25.0,1.8,13400
Volkswagen,2014,24.0,1.8,13400
Audi,2013,16.0,3.0,28700
Audi,2013,19.0,3.0,28700
Audi,2016,23.0,1.8,17999
Nissan,2015,27.0,2.5,15500
Nissan,2015,22.0,3.5,15500
Dodge,2016,19.0,2.4,17455
Dodge,2016,17.0,3.6,17455
Dodge,2017,19.0,3.6,21600
Dodge,2017,16.0,5.7,21600
Dodge,2017,15.0,6.4,21600
Dodge,2017,19.0,3.6,21600
Ford,2016,22.0,2.3,18400
Ford,2016,21.0,2.3,18400
Ford,2016,17.0,3.7,18400
Ford,2016,19.0,3.7,18400
Ford,2016,16.0,5.0,18400
Ford,2016,15.0,5.0,18400
Land Rover,2015,21.0,2.0,27899
Kia,2017,18.0,3.3,17700
Volkswagen,2017,20.0,2.0,19200
Ford,2017,21.0,2.3,23199
Ford,2017,21.0,2.3,23199
Ford,2017,18.0,3.7,23199
Ford,2017,18.0,3.7,23199
Ford,2017,15.0,5.0,23199
Ford,2017,15.0,5.0,23199
Lexus,2015,19.0,3.5,24780
Infiniti,2015,20.0,3.7,20400
Lexus,2013,18.0,3.5,24630
Lexus,2016,20.0,3.5,37630
Toyota,2018,29.0,2.5,20255
Toyota,2018,22.0,3.5,20255
Lexus,2015,21.0,3.5,24700
Hyundai,2015,24.0,2.4,18600
Hyundai,2015,22.0,2.0,18600
Hyundai,2015,28.0,1.6,18600
Nissan,2016,31.0,1.6,11600
Nissan,2016,27.0,1.6,11600
Nissan,2016,26.0,1.6,11600
Toyota,2017,21.0,3.5,18900
Dodge,2017,17.0,3.6,16000
Dodge,2017,17.0,3.6,16000
Honda,2011,31.0,1.5,10000
Honda,2011,34.0,1.5,10000
Volkswagen,2014,29.0,2.0,13300
Volkswagen,2014,29.0,2.0,13300
Volkswagen,2014,26.0,1.8,13300
Volkswagen,2014,25.0,1.8,13300
Volkswagen,2014,24.0,2.0,13300
Volkswagen,2014,23.0,2.0,13300
Volkswagen,2014,23.0,2.0,13300
Volkswagen,2014,24.0,2.0,13300
Buick,2018,21.0,3.6,23999
Lexus,2017,20.0,3.5,35200
Hyundai,2016,22.0,2.0,13999
Hyundai,2016,25.0,2.4,13999
Hyundai,2016,28.0,1.6,13999
Land Rover,2016,21.0,2.0,31499
Nissan,2015,27.0,2.5,15200
Nissan,2015,22.0,3.5,15200
Chevrolet,2016,30.0,1.4,14400
Chevrolet,2016,28.0,1.4,14400
Cadillac,2015,18.0,3.6,19480
Cadillac,2015,19.0,2.0,19480
Cadillac,2015,21.0,2.0,19480
Cadillac,2015,21.0,2.5,19480
Toyota,2016,23.0,2.5,24800
Nissan,2016,27.0,2.5,17600
Nissan,2016,22.0,3.5,17600
Toyota,2018,29.0,2.5,17745
Toyota,2018,22.0,3.5,17745
Volkswagen,2013,27.0,2.0,14900
Volkswagen,2013,21.0,2.0,14900
Volkswagen,2013,28.0,2.0,14900
Volkswagen,2013,22.0,2.5,14900
Volkswagen,2013,22.0,2.0,14900
Volkswagen,2013,22.0,2.5,14900
Chevrolet,2016,43.0,1.5,19300
Volkswagen,2013,22.0,2.0,14900
Volkswagen,2013,17.0,3.6,14900
Volkswagen,2013,21.0,2.0,14900
Dodge,2016,19.0,2.4,15400
Dodge,2016,17.0,3.6,15400
Buick,2015,20.0,2.0,14600
Buick,2015,21.0,2.0,14600
Buick,2015,21.0,2.4,14600
Toyota,2016,25.0,2.5,17200
Toyota,2016,21.0,3.5,17200
Hyundai,2015,24.0,2.4,17600
Hyundai,2015,22.0,2.0,17600
Hyundai,2015,28.0,1.6,17600
Volkswagen,2013,27.0,2.0,14800
Volkswagen,2013,21.0,2.0,14800
Volkswagen,2013,28.0,2.0,14800
Volkswagen,2013,22.0,2.5,14800
Volkswagen,2013,22.0,2.0,14800
Volkswagen,2013,22.0,2.5,14800
Nissan,2017,27.0,2.5,17400
Nissan,2017,22.0,3.5,17400
Kia,2016,28.0,1.6,19900
Kia,2016,22.0,2.0,19900
Kia,2016,24.0,2.4,19900
Scion,2016,31.0,1.5,12500
Scion,2016,32.0,1.5,12500
Nissan,2016,27.0,2.5,14300
Nissan,2016,22.0,3.5,14300
Nissan,2016,22.0,3.5,20999
Lexus,2013,21.0,3.5,18600
Chevrolet,2017,27.0,1.5,15800
Chevrolet,2017,22.0,2.0,15800
Toyota,2015,23.0,2.5,16980
Lexus,2015,21.0,3.5,24200
Kia,2015,24.0,1.6,13100
Kia,2015,24.0,1.6,13100
Kia,2015,23.0,2.0,13100
Nissan,2017,27.0,2.5,14800
Nissan,2017,22.0,3.5,14800
Nissan,2015,27.0,2.5,14300
Nissan,2015,22.0,3.5,14300
Cadillac,2016,17.0,3.6,20999
Chevrolet,2014,17.0,6.2,41330
Chevrolet,2014,16.0,6.2,41330
Volkswagen,2014,22.0,2.0,14800
Volkswagen,2014,21.0,2.0,14800
Hyundai,2017,26.0,1.6,11700
Hyundai,2017,27.0,1.6,11700
Toyota,2015,53.0,1.5,17600
Nissan,2016,22.0,3.5,19900
Nissan,2016,27.0,2.5,11899
Nissan,2016,22.0,3.5,11899
Dodge,2017,17.0,3.6,17000
Dodge,2017,17.0,3.6,17000
Toyota,2017,27.0,1.8,14500
Toyota,2017,28.0,1.8,14500
Toyota,2017,28.0,1.8,14500
Volkswagen,2016,25.0,1.8,11999
Volkswagen,2016,24.0,2.0,11999
Volkswagen,2016,23.0,2.0,11999
Volkswagen,2016,25.0,1.8,11999
Volkswagen,2016,28.0,1.4,11999
Volkswagen,2016,28.0,1.4,11999
Toyota,2016,27.0,1.8,11999
Toyota,2016,28.0,1.8,11999
Toyota,2016,29.0,1.8,11999
Toyota,2016,28.0,1.8,11999
Nissan,2017,27.0,2.5,19200
Nissan,2017,22.0,3.5,19200
Toyota,2016,23.0,2.5,17500
Lexus,2016,21.0,3.5,27100
Chevrolet,2015,13.0,7.0,18200
Chevrolet,2015,15.0,6.2,18200
Chevrolet,2015,19.0,3.6,18200
Chevrolet,2015,18.0,3.6,18200
Chevrolet,2015,17.0,3.6,18200
Chevrolet,2015,16.0,6.2,18200
Chevrolet,2015,12.0,6.2,18200
Chevrolet,2015,14.0,6.2,18200
Nissan,2017,27.0,2.5,14600
Nissan,2017,22.0,3.5,14600
Dodge,2017,19.0,2.4,21800
Dodge,2017,17.0,3.6,21800
Lexus,2017,16.0,4.6,46999
Cadillac,2016,22.0,2.0,20700
Cadillac,2016,20.0,2.0,20700
Cadillac,2016,20.0,3.6,20700
Cadillac,2016,22.0,2.5,20700
Chrysler,2017,19.0,3.6,20100
Chrysler,2017,16.0,5.7,20100
Chrysler,2017,19.0,3.6,20100
Hyundai,2017,25.0,2.4,13600
Hyundai,2017,28.0,1.6,13600
Hyundai,2017,22.0,2.0,13600
Toyota,2015,23.0,2.5,15999
Lexus,2017,22.0,2.0,28900
Chrysler,2018,19.0,3.6,23500
Chrysler,2018,19.0,3.6,23500
Chrysler,2018,16.0,5.7,23500
Chevrolet,2016,22.0,2.0,14730
Chevrolet,2016,27.0,1.5,14730
Buick,2015,25.0,1.4,17200
Audi,2016,20.0,2.0,25600
Lexus,2015,40.0,2.5,22700
Infiniti,2015,20.0,3.7,20700
Audi,2015,23.0,1.8,15999
Audi,2015,31.0,2.0,15999
Volkswagen,2016,22.0,2.0,17200
Volkswagen,2016,21.0,2.0,17200
Scion,2016,23.0,2.5,15900
Scion,2016,23.0,2.5,15900
Buick,2016,25.0,1.4,15600
Buick,2016,27.0,1.4,15600
Toyota,2016,25.0,2.5,16300
Toyota,2016,21.0,3.5,16300
Ford,2016,22.0,2.3,19300
Ford,2016,21.0,2.3,19300
Ford,2016,17.0,3.7,19300
Ford,2016,19.0,3.7,19300
Ford,2016,16.0,5.0,19300
Ford,2016,15.0,5.0,19300
Toyota,2017,21.0,3.5,17700
Toyota,2017,24.0,2.5,17700
Nissan,2016,27.0,1.8,14100
Nissan,2016,29.0,1.8,14100
Volkswagen,2016,21.0,2.0,17700
Kia,2017,28.0,1.6,14200
Kia,2017,22.0,2.0,14200
Kia,2017,24.0,2.4,14200
Scion,2016,24.0,2.0,22100
Scion,2016,21.0,2.0,22100
Toyota,2016,21.0,3.5,22800
Chevrolet,2014,15.0,6.2,18800
Chevrolet,2014,19.0,3.6,18800
Chevrolet,2014,17.0,3.6,18800
Chevrolet,2014,18.0,3.6,18800
Chevrolet,2014,16.0,6.2,18800
Chevrolet,2014,14.0,6.2,18800
Chevrolet,2014,12.0,6.2,18800
Chevrolet,2014,13.0,7.0,18800
Honda,2016,18.0,3.5,17999
Honda,2016,21.0,3.5,17999
Honda,2016,21.0,3.5,17999
Honda,2016,23.0,2.4,17999
Honda,2016,27.0,2.4,17999
Honda,2016,26.0,2.4,17999
Toyota,2017,27.0,1.8,15300
Toyota,2017,28.0,1.8,15300
Toyota,2017,28.0,1.8,15300
Hyundai,2017,26.0,1.6,13800
Hyundai,2017,25.0,1.6,13800
Hyundai,2017,28.0,1.6,13800
Hyundai,2017,27.0,1.6,13800
Dodge,2017,17.0,3.6,16100
Dodge,2017,17.0,3.6,16100
Volkswagen,2015,22.0,2.0,13999
Volkswagen,2015,21.0,2.0,13999
Buick,2018,27.0,1.4,19115
Buick,2018,25.0,1.4,19115
Volkswagen,2013,27.0,2.0,12500
Volkswagen,2013,21.0,2.0,12500
Volkswagen,2013,28.0,2.0,12500
Volkswagen,2013,22.0,2.5,12500
Volkswagen,2013,22.0,2.0,12500
Volkswagen,2013,22.0,2.5,12500
Chevrolet,2018,22.0,2.5,21200
Chevrolet,2018,18.0,3.6,21200
Chevrolet,2018,19.0,3.6,21200
Toyota,2018,28.0,1.8,17200
Toyota,2018,27.0,1.8,17200
Dodge,2018,19.0,2.4,20295
Dodge,2018,17.0,3.6,20295
Chevrolet,2015,35.0,1.4,15200
Volkswagen,2014,22.0,2.0,14700
Volkswagen,2014,21.0,2.0,14700
Dodge,2017,19.0,2.4,15800
Dodge,2017,17.0,3.6,15800
Mitsubishi,2017,33.0,1.2,10000
Mitsubishi,2017,37.0,1.2,10000
Volkswagen,2014,22.0,2.0,14000
Volkswagen,2014,21.0,2.0,14000
Honda,2016,18.0,3.5,17900
Honda,2016,21.0,3.5,17900
Honda,2016,21.0,3.5,17900
Honda,2016,23.0,2.4,17900
Honda,2016,27.0,2.4,17900
Honda,2016,26.0,2.4,17900
Dodge,2017,17.0,3.6,15800
Dodge,2017,17.0,3.6,15800
Ford,2015,17.0,3.7,16400
Ford,2015,19.0,3.7,16400
Ford,2015,15.0,5.0,16400
Ford,2015,22.0,2.3,16400
Ford,2015,21.0,2.3,16400
Ford,2015,16.0,5.0,16400
Dodge,2016,16.0,5.7,18600
Dodge,2016,15.0,6.4,18600
Dodge,2016,19.0,3.6,18600
Dodge,2016,19.0,3.6,18600
Kia,2017,25.0,2.0,15800
Kia,2017,29.0,2.0,15800
Kia,2017,25.0,2.0,15800
Toyota,2017,27.0,1.8,13730
Toyota,2017,28.0,1.8,13730
Toyota,2017,28.0,1.8,13730
Dodge,2017,17.0,3.6,15800
Dodge,2017,17.0,3.6,15800
Audi,2016,23.0,1.8,17999
